Nombre Jugador,Enlace TM,Temporada,Fecha,Último club,Nuevo club,Valor de mercado,Coste
Luis Fernández,https://www.transfermarkt.es/luis-fernandez/transfers/spieler/230212,17/18,24/08/2017,UCAM Murcia,Depor Fabril,300.000€,Libre
Luis Fernández,https://www.transfermarkt.es/luis-fernandez/transfers/spieler/230212,15/16,30/06/2016,SD Huesca,RC Deportivo,400.000€,Fin de préstamo
Luis Fernández,https://www.transfermarkt.es/luis-fernandez/transfers/spieler/230212,15/16,07/08/2015,RC Deportivo,SD Huesca,500.000€,Préstamo
Luis Fernández,https://www.transfermarkt.es/luis-fernandez/transfers/spieler/230212,14/15,30/06/2015,CD Lugo,RC Deportivo,600.000€,Fin de préstamo
Luis Ruiz,https://www.transfermarkt.es/luis-ruiz/transfers/spieler/286020,20/21,07/09/2020,RC Deportivo,CD Lugo,325.000€,Libre
Luis Ruiz,https://www.transfermarkt.es/luis-ruiz/transfers/spieler/286020,17/18,01/07/2017,Cádiz CF,CD Lugo,300.000€,Libre
Luis Ruiz,https://www.transfermarkt.es/luis-ruiz/transfers/spieler/286020,16/17,02/08/2016,CD Leganés,Cádiz CF,400.000€,Libre
Luis Ruiz,https://www.transfermarkt.es/luis-ruiz/transfers/spieler/286020,13/14,05/08/2013,Atl. Madrid C,CD Leganés,-,?
Luis Ruiz,https://www.transfermarkt.es/luis-ruiz/transfers/spieler/286020,21/22,01/07/2021,CD Lugo,Sin equipo,300.000€,-
Luis Ruiz,https://www.transfermarkt.es/luis-ruiz/transfers/spieler/286020,19/20,05/08/2019,CD Lugo,RC Deportivo,500.000€,Libre
Luis Ruiz,https://www.transfermarkt.es/luis-ruiz/transfers/spieler/286020,21/22,08/11/2021,Sin equipo,San Fernando CD,300.000€,-
Luismi Redondo,https://www.transfermarkt.es/luismi-redondo/transfers/spieler/398183,19/20,31/07/2019,UP Plasencia,Ciudad Lucena,50.000€,Libre
Luismi Redondo,https://www.transfermarkt.es/luismi-redondo/transfers/spieler/398183,14/15,01/01/2015,Plasencia Juv A,UP Plasencia,-,-
Luismi Redondo,https://www.transfermarkt.es/luismi-redondo/transfers/spieler/398183,15/16,04/07/2015,UP Plasencia,Valencia Juv. A,-,?
Luismi Redondo,https://www.transfermarkt.es/luismi-redondo/transfers/spieler/398183,17/18,07/07/2017,Valencia Juv. A,Depor Fabril,-,Libre
Luismi Redondo,https://www.transfermarkt.es/luismi-redondo/transfers/spieler/398183,18/19,31/01/2019,Depor Fabril,UP Plasencia,50.000€,Libre
Luismi Redondo,https://www.transfermarkt.es/luismi-redondo/transfers/spieler/398183,22/23,01/07/2022,Córdoba CF,AD Ceuta,150.000€,Libre
Luismi Redondo,https://www.transfermarkt.es/luismi-redondo/transfers/spieler/398183,21/22,01/07/2021,Córdoba CF B,Córdoba CF,50.000€,-
Luismi Redondo,https://www.transfermarkt.es/luismi-redondo/transfers/spieler/398183,20/21,05/08/2020,Ciudad Lucena,Córdoba CF B,50.000€,Libre
Luísinho,https://www.transfermarkt.es/luisinho/transfers/spieler/56777,22/23,01/07/2022,Vila Real,Retirado,-,-
Luísinho,https://www.transfermarkt.es/luisinho/transfers/spieler/56777,13/14,13/08/2013,Benfica,RC Deportivo,1.500.000€,Préstamo
Luísinho,https://www.transfermarkt.es/luisinho/transfers/spieler/56777,13/14,30/06/2014,RC Deportivo,Benfica,1.000.000€,Fin de préstamo
Luísinho,https://www.transfermarkt.es/luisinho/transfers/spieler/56777,18/19,01/07/2018,RC Deportivo,SD Huesca,1.200.000€,Libre
Luísinho,https://www.transfermarkt.es/luisinho/transfers/spieler/56777,21/22,03/07/2021,SD Huesca,Leixões,200.000€,Libre
Luísinho,https://www.transfermarkt.es/luisinho/transfers/spieler/56777,14/15,01/07/2014,Benfica,RC Deportivo,1.000.000€,Libre
Luísinho,https://www.transfermarkt.es/luisinho/transfers/spieler/56777,21/22,29/01/2022,Leixões,Vila Real,-,Libre
Mangel Prendes,https://www.transfermarkt.es/mangel-prendes/transfers/spieler/636411,20/21,01/07/2020,Depor Juvenil A,Depor Fabril,-,-
Mangel Prendes,https://www.transfermarkt.es/mangel-prendes/transfers/spieler/636411,18/19,01/07/2018,TSK Roces Juv.A,Depor Juvenil A,-,?
Mangel Prendes,https://www.transfermarkt.es/mangel-prendes/transfers/spieler/636411,20/21,01/07/2020,Depor Juvenil A,Depor Fabril,-,-
Mangel Prendes,https://www.transfermarkt.es/mangel-prendes/transfers/spieler/636411,18/19,01/07/2018,TSK Roces Juv.A,Depor Juvenil A,-,?
Mangel Prendes,https://www.transfermarkt.es/mangel-prendes/transfers/spieler/636411,21/22,01/07/2021,Depor Fabril,Oviedo Vetusta,-,Libre
Mangel Prendes,https://www.transfermarkt.es/mangel-prendes/transfers/spieler/636411,22/23,01/01/2023,Oviedo Vetusta,Real Oviedo,100.000€,-
Mangel Prendes,https://www.transfermarkt.es/mangel-prendes/transfers/spieler/636411,22/23,01/01/2023,Oviedo Vetusta,Real Oviedo,100.000€,-
Mangel Prendes,https://www.transfermarkt.es/mangel-prendes/transfers/spieler/636411,21/22,01/07/2021,Depor Fabril,Oviedo Vetusta,-,Libre
Manu Barbeito,https://www.transfermarkt.es/manu-barbeito/transfers/spieler/636410,18/19,01/10/2018,Depor Fút. base,Ural CF Juv. A,-,Libre
Manu Barbeito,https://www.transfermarkt.es/manu-barbeito/transfers/spieler/636410,19/20,01/07/2019,Ural CF Juv. A,Depor Juvenil A,-,Libre
Manu Barbeito,https://www.transfermarkt.es/manu-barbeito/transfers/spieler/636410,21/22,01/07/2021,Somozas,SD Sofán,-,Libre
Manu Barbeito,https://www.transfermarkt.es/manu-barbeito/transfers/spieler/636410,21/22,01/07/2021,Somozas,SD Sofán,-,Libre
Manu Barbeito,https://www.transfermarkt.es/manu-barbeito/transfers/spieler/636410,20/21,01/08/2020,Depor Juvenil A,Somozas,-,Libre
Manu Barbeito,https://www.transfermarkt.es/manu-barbeito/transfers/spieler/636410,18/19,01/10/2018,Depor Fút. base,Ural CF Juv. A,-,Libre
Manu Barbeito,https://www.transfermarkt.es/manu-barbeito/transfers/spieler/636410,19/20,01/07/2019,Ural CF Juv. A,Depor Juvenil A,-,Libre
Manu Barbeito,https://www.transfermarkt.es/manu-barbeito/transfers/spieler/636410,20/21,01/08/2020,Depor Juvenil A,Somozas,-,Libre
