Nombre Jugador,Enlace TM,Temporada,Fecha,Último club,Nuevo club,Valor de mercado,Coste
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,21/22,13/01/2022,UD Logroñés,Hércules CF,300.000€,Libre
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,19/20,31/01/2020,RC Deportivo,Racing,700.000€,Préstamo
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,19/20,08/07/2019,Alcorcón,RC Deportivo,700.000€,Libre
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,18/19,05/07/2018,Depor Fabril,Alcorcón,250.000€,Libre
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,15/16,07/07/2015,Atl. Madrid B,Getafe CF B,-,Libre
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,22/23,01/07/2022,Hércules CF,Sin equipo,200.000€,-
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,22/23,15/01/2023,Sin equipo,Odra Opole,200.000€,-
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,22/23,15/01/2023,Sin equipo,Odra Opole,200.000€,-
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,16/17,15/07/2016,Getafe CF B,Deportivo B,-,Libre
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,16/17,15/07/2016,Getafe CF B,Deportivo B,-,Libre
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,15/16,07/07/2015,Atl. Madrid B,Getafe CF B,-,Libre
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,18/19,05/07/2018,Depor Fabril,Alcorcón,250.000€,Libre
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,19/20,08/07/2019,Alcorcón,RC Deportivo,700.000€,Libre
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,19/20,31/01/2020,RC Deportivo,Racing,700.000€,Préstamo
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,19/20,21/07/2020,Racing,RC Deportivo,550.000€,Fin de préstamo
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,21/22,31/08/2021,RC Deportivo,UD Logroñés,500.000€,Libre
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,21/22,13/01/2022,UD Logroñés,Hércules CF,300.000€,Libre
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,22/23,01/07/2022,Hércules CF,Sin equipo,200.000€,-
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,21/22,31/08/2021,RC Deportivo,UD Logroñés,500.000€,Libre
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,19/20,21/07/2020,Racing,RC Deportivo,550.000€,Fin de préstamo
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,19/20,31/01/2020,RC Deportivo,Racing,700.000€,Préstamo
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,15/16,07/07/2015,Atl. Madrid B,Getafe CF B,-,Libre
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,19/20,08/07/2019,Alcorcón,RC Deportivo,700.000€,Libre
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,18/19,05/07/2018,Depor Fabril,Alcorcón,250.000€,Libre
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,16/17,15/07/2016,Getafe CF B,Deportivo B,-,Libre
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,22/23,15/01/2023,Sin equipo,Odra Opole,200.000€,-
Borja Galán,https://www.transfermarkt.es/borja-galan/transfers/spieler/221295,21/22,13/01/2022,UD Logroñés,Hércules CF,300.000€,Libre
Borja Granero,https://www.transfermarkt.es/borja-granero/transfers/spieler/129768,22/23,19/01/2023,RC Deportivo,Castellón,200.000€,Libre
Borja Granero,https://www.transfermarkt.es/borja-granero/transfers/spieler/129768,20/21,03/09/2020,Extremadura,RC Deportivo,550.000€,50 mil €
Borja Granero,https://www.transfermarkt.es/borja-granero/transfers/spieler/129768,18/19,24/07/2018,Racing,Extremadura,300.000€,Libre
Borja Granero,https://www.transfermarkt.es/borja-granero/transfers/spieler/129768,13/14,30/07/2013,Recreativo,Racing,200.000€,Libre
Borja Pita,https://www.transfermarkt.es/borja-pita/transfers/spieler/638126,18/19,01/07/2018,Depor Fút. base,Ferrol Juv. A,-,Libre
Borja Pita,https://www.transfermarkt.es/borja-pita/transfers/spieler/638126,20/21,01/07/2020,Ferrol Juv. A,CD As Pontes,-,Libre
Borja Pita,https://www.transfermarkt.es/borja-pita/transfers/spieler/638126,21/22,01/07/2021,CD As Pontes,SD Sofán,-,Libre
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,20/21,04/09/2020,RC Deportivo,FC Dinamo,800.000€,Libre
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,16/17,30/06/2017,Elche CF,RC Deportivo,700.000€,Fin de préstamo
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,13/14,01/07/2013,Ponferradina,Ourense,-,Libre
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,13/14,01/07/2013,Ponferradina,Ourense,-,Libre
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,14/15,01/07/2014,CD Ourense,Real Oviedo,-,Libre
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,16/17,01/07/2016,Real Oviedo,RC Deportivo,600.000€,Libre
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,21/22,26/07/2021,Real Oviedo,Khor Fakkan,800.000€,Libre
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,20/21,04/01/2021,FC Dinamo,Real Oviedo,1.000.000€,Libre
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,21/22,04/01/2022,Khor Fakkan,Alcorcón,300.000€,Libre
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,21/22,26/07/2021,Real Oviedo,Khor Fakkan,800.000€,Libre
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,20/21,04/01/2021,FC Dinamo,Real Oviedo,1.000.000€,Libre
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,22/23,07/07/2022,Alcorcón,FC Cartagena,300.000€,Libre
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,16/17,18/01/2017,RC Deportivo,Elche CF,800.000€,Préstamo
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,20/21,04/09/2020,RC Deportivo,FC Dinamo,800.000€,Libre
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,16/17,30/06/2017,Elche CF,RC Deportivo,700.000€,Fin de préstamo
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,16/17,18/01/2017,RC Deportivo,Elche CF,800.000€,Préstamo
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,16/17,01/07/2016,Real Oviedo,RC Deportivo,600.000€,Libre
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,14/15,01/07/2014,CD Ourense,Real Oviedo,-,Libre
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,22/23,07/07/2022,Alcorcón,FC Cartagena,300.000€,Libre
Borja Valle,https://www.transfermarkt.es/borja-valle/transfers/spieler/176067,21/22,04/01/2022,Khor Fakkan,Alcorcón,300.000€,Libre
Brais Calvo,https://www.transfermarkt.es/brais-calvo/transfers/spieler/892451,18/19,01/07/2018,Estudiantil,Estradense,-,?
Brais Calvo,https://www.transfermarkt.es/brais-calvo/transfers/spieler/892451,14/15,01/07/2014,SD Grixoa,Estudiantil,-,?
Brais Lema,https://www.transfermarkt.es/brais-lema/transfers/spieler/1121893,16/17,01/07/2016,Depor Juvenil A,Silva SD,-,Libre
Brais Suárez,https://www.transfermarkt.es/brais-suarez/transfers/spieler/941113,21/22,01/07/2021,Depor Juvenil A,Depor Fabril,-,-
Brais Suárez,https://www.transfermarkt.es/brais-suarez/transfers/spieler/941113,20/21,01/07/2020,Depor Fút. base,Depor Juvenil A,-,-
Brais Suárez,https://www.transfermarkt.es/brais-suarez/transfers/spieler/941113,20/21,01/07/2020,Depor Fút. base,Depor Juvenil A,-,-
Brais Suárez,https://www.transfermarkt.es/brais-suarez/transfers/spieler/941113,21/22,01/07/2021,Depor Juvenil A,Depor Fabril,-,-
Brayan Angulo,https://www.transfermarkt.es/brayan-angulo/transfers/spieler/67866,14/15,01/07/2014,Granada CF,Ludogorets,1.500.000€,1.50 mill. €
Brayan Angulo,https://www.transfermarkt.es/brayan-angulo/transfers/spieler/67866,16/17,14/07/2016,Ludogorets,Chiapas FC,1.200.000€,Préstamo
Brayan Angulo,https://www.transfermarkt.es/brayan-angulo/transfers/spieler/67866,16/17,30/06/2017,Chiapas FC,Ludogorets,1.000.000€,Fin de préstamo
Brayan Angulo,https://www.transfermarkt.es/brayan-angulo/transfers/spieler/67866,22/23,01/07/2022,Club Tijuana,Toluca,1.500.000€,?
Brayan Angulo,https://www.transfermarkt.es/brayan-angulo/transfers/spieler/67866,20/21,01/01/2021,Club Puebla,Club Tijuana,1.800.000€,?
Brayan Angulo,https://www.transfermarkt.es/brayan-angulo/transfers/spieler/67866,17/18,01/07/2017,Ludogorets,Club Puebla,1.000.000€,800 mil €
Bruno Bellas,https://www.transfermarkt.es/bruno-bellas/transfers/spieler/638129,20/21,01/08/2020,Ferrol Juv. A,Somozas,-,Libre
Bruno Bellas,https://www.transfermarkt.es/bruno-bellas/transfers/spieler/638129,18/19,01/07/2018,Depor Fút. base,Ferrol Juv. A,-,Libre
Bruno Gama,https://www.transfermarkt.es/bruno-gama/transfers/spieler/15568,22/23,05/07/2022,Aris Salónica,AEK Larnaca,300.000€,Libre
Bruno Gama,https://www.transfermarkt.es/bruno-gama/transfers/spieler/15568,22/23,05/07/2022,Aris Salónica,AEK Larnaca,300.000€,Libre
Bruno Gama,https://www.transfermarkt.es/bruno-gama/transfers/spieler/15568,18/19,10/08/2018,Alcorcón,Aris Salónica,800.000€,Libre
Bruno Gama,https://www.transfermarkt.es/bruno-gama/transfers/spieler/15568,17/18,17/02/2018,Sin equipo,Alcorcón,1.000.000€,-
Bruno Gama,https://www.transfermarkt.es/bruno-gama/transfers/spieler/15568,17/18,17/02/2018,Sin equipo,Alcorcón,1.000.000€,-
Bruno Gama,https://www.transfermarkt.es/bruno-gama/transfers/spieler/15568,17/18,31/01/2018,RC Deportivo,Sin equipo,1.000.000€,-
Bruno Gama,https://www.transfermarkt.es/bruno-gama/transfers/spieler/15568,16/17,01/07/2016,Dnipro,RC Deportivo,3.500.000€,Libre
Bruno Gama,https://www.transfermarkt.es/bruno-gama/transfers/spieler/15568,13/14,18/08/2013,RC Deportivo,Dnipro,3.000.000€,?
Bruno Gama,https://www.transfermarkt.es/bruno-gama/transfers/spieler/15568,16/17,01/07/2016,Dnipro,RC Deportivo,3.500.000€,Libre
Bruno Gama,https://www.transfermarkt.es/bruno-gama/transfers/spieler/15568,13/14,18/08/2013,RC Deportivo,Dnipro,3.000.000€,?
Bruno Gama,https://www.transfermarkt.es/bruno-gama/transfers/spieler/15568,18/19,10/08/2018,Alcorcón,Aris Salónica,800.000€,Libre
Bruno Gama,https://www.transfermarkt.es/bruno-gama/transfers/spieler/15568,17/18,31/01/2018,RC Deportivo,Sin equipo,1.000.000€,-
Cani,https://www.transfermarkt.es/cani/transfers/spieler/7983,14/15,07/01/2015,Villarreal CF,Atlético Madrid,2.500.000€,Préstamo
Cani,https://www.transfermarkt.es/cani/transfers/spieler/7983,17/18,04/07/2017,Real Zaragoza,Retirado,-,-
Cani,https://www.transfermarkt.es/cani/transfers/spieler/7983,16/17,02/07/2016,RC Deportivo,Real Zaragoza,1.000.000€,Libre
Cani,https://www.transfermarkt.es/cani/transfers/spieler/7983,15/16,23/07/2015,Villarreal CF,RC Deportivo,1.500.000€,Libre
Cani,https://www.transfermarkt.es/cani/transfers/spieler/7983,14/15,30/06/2015,Atlético Madrid,Villarreal CF,1.500.000€,Fin de préstamo
Carles Gil,https://www.transfermarkt.es/carles-gil/transfers/spieler/127987,14/15,13/01/2015,Valencia CF,Aston Villa,6.000.000€,4.20 mill. €
Carles Gil,https://www.transfermarkt.es/carles-gil/transfers/spieler/127987,18/19,30/01/2019,RC Deportivo,New England,1.000.000€,1.50 mill. €
Carles Gil,https://www.transfermarkt.es/carles-gil/transfers/spieler/127987,18/19,01/07/2018,Aston Villa,RC Deportivo,1.000.000€,1.75 mill. €
Carles Gil,https://www.transfermarkt.es/carles-gil/transfers/spieler/127987,17/18,30/06/2018,RC Deportivo,Aston Villa,1.000.000€,Fin de préstamo
Carles Gil,https://www.transfermarkt.es/carles-gil/transfers/spieler/127987,16/17,22/07/2016,Aston Villa,RC Deportivo,4.000.000€,Préstamo
Carles Gil,https://www.transfermarkt.es/carles-gil/transfers/spieler/127987,14/15,01/07/2014,V. Mestalla,Valencia CF,3.000.000€,-
Carles Gil,https://www.transfermarkt.es/carles-gil/transfers/spieler/127987,13/14,30/06/2014,Elche CF,V. Mestalla,3.000.000€,Fin de préstamo
Carles Gil,https://www.transfermarkt.es/carles-gil/transfers/spieler/127987,13/14,01/07/2013,V. Mestalla,Elche CF,1.500.000€,Préstamo
Carlos Abad,https://www.transfermarkt.es/carlos-abad/transfers/spieler/317818,22/23,14/07/2022,Atl. Baleares,Hércules CF,150.000€,Libre
Carlos Abad,https://www.transfermarkt.es/carlos-abad/transfers/spieler/317818,15/16,29/07/2015,CD Tenerife,RM Castilla,400.000€,Préstamo
Carlos Abad,https://www.transfermarkt.es/carlos-abad/transfers/spieler/317818,16/17,30/06/2017,RM Castilla,CD Tenerife,300.000€,Fin de préstamo
Carlos Abad,https://www.transfermarkt.es/carlos-abad/transfers/spieler/317818,18/19,23/08/2018,CD Tenerife,Córdoba CF,300.000€,Préstamo
Carlos Abad,https://www.transfermarkt.es/carlos-abad/transfers/spieler/317818,19/20,31/07/2020,AO Xanthi,CD Tenerife,500.000€,Fin de préstamo
Carlos Abad,https://www.transfermarkt.es/carlos-abad/transfers/spieler/317818,19/20,09/07/2019,CD Tenerife,AO Xanthi,400.000€,Préstamo
Carlos Abad,https://www.transfermarkt.es/carlos-abad/transfers/spieler/317818,21/22,01/07/2021,RC Deportivo,Sin equipo,500.000€,-
Carlos Abad,https://www.transfermarkt.es/carlos-abad/transfers/spieler/317818,20/21,03/09/2020,CD Tenerife,RC Deportivo,500.000€,Libre
Carlos Abad,https://www.transfermarkt.es/carlos-abad/transfers/spieler/317818,18/19,30/06/2019,Córdoba CF,CD Tenerife,400.000€,Fin de préstamo
Carlos Abad,https://www.transfermarkt.es/carlos-abad/transfers/spieler/317818,21/22,14/11/2021,Sin equipo,Atl. Baleares,400.000€,-
Carlos Abad,https://www.transfermarkt.es/carlos-abad/transfers/spieler/317818,14/15,24/07/2015,CD Tenerife B,CD Tenerife,400.000€,-
Carlos Abad,https://www.transfermarkt.es/carlos-abad/transfers/spieler/317818,14/15,01/07/2014,Tenerife Juv. A,CD Tenerife B,-,-
Carlos Daniel Dorado,https://www.transfermarkt.es/carlos-daniel-dorado/transfers/spieler/636366,18/19,01/07/2018,Diocesano Juv.A,Depor Juvenil A,-,?
Carlos Daniel Dorado,https://www.transfermarkt.es/carlos-daniel-dorado/transfers/spieler/636366,19/20,01/07/2019,Depor Juvenil A,Cacereño,-,Libre
Carlos Daniel Dorado,https://www.transfermarkt.es/carlos-daniel-dorado/transfers/spieler/636366,22/23,01/07/2022,Cacereño,Córdoba CF B,50.000€,Libre
Carlos Doncel,https://www.transfermarkt.es/carlos-doncel/transfers/spieler/379530,17/18,21/08/2017,Lleida Esportiu,RCD Espanyol B,150.000€,?
Carlos Doncel,https://www.transfermarkt.es/carlos-doncel/transfers/spieler/379530,22/23,16/07/2022,RC Deportivo,UD Logroñés,400.000€,Libre
Carlos Doncel,https://www.transfermarkt.es/carlos-doncel/transfers/spieler/379530,20/21,30/06/2021,Ponferradina,Real Valladolid,500.000€,Fin de préstamo
Carlos Doncel,https://www.transfermarkt.es/carlos-doncel/transfers/spieler/379530,20/21,22/08/2020,Real Valladolid,Ponferradina,300.000€,Préstamo
Carlos Doncel,https://www.transfermarkt.es/carlos-doncel/transfers/spieler/379530,20/21,01/08/2020,Valladolid Prom,Real Valladolid,300.000€,-
Carlos Doncel,https://www.transfermarkt.es/carlos-doncel/transfers/spieler/379530,19/20,02/07/2019,RCD Espanyol B,Valladolid Prom,200.000€,Libre
Carlos Doncel,https://www.transfermarkt.es/carlos-doncel/transfers/spieler/379530,21/22,13/08/2021,Real Valladolid,RC Deportivo,500.000€,Libre
Carlos Doncel,https://www.transfermarkt.es/carlos-doncel/transfers/spieler/379530,13/14,01/07/2013,CF Damm F. base,Damm Juv A,-,-
Carlos Doncel,https://www.transfermarkt.es/carlos-doncel/transfers/spieler/379530,15/16,01/07/2015,Damm Juv A,Lleida Esportiu,-,Libre
Carlos Fernández,https://www.transfermarkt.es/carlos-fernandez/transfers/spieler/636388,21/22,01/07/2021,Paiosaco HA,Delaware,-,Libre
Carlos Fernández,https://www.transfermarkt.es/carlos-fernandez/transfers/spieler/636388,20/21,01/07/2020,Depor Juvenil A,Paiosaco HA,-,Libre
Carlos Fernández,https://www.transfermarkt.es/carlos-fernandez/transfers/spieler/636388,18/19,01/07/2018,Depor Fút. base,Depor Juvenil A,-,-
Carlos Fernández,https://www.transfermarkt.es/carlos-fernandez/transfers/spieler/636388,20/21,01/07/2020,Depor Juvenil A,Paiosaco HA,-,Libre
Carlos Fernández,https://www.transfermarkt.es/carlos-fernandez/transfers/spieler/636388,21/22,01/07/2021,Paiosaco HA,Delaware,-,Libre
Carlos Fernández,https://www.transfermarkt.es/carlos-fernandez/transfers/spieler/636388,18/19,01/07/2018,Depor Fút. base,Depor Juvenil A,-,-
Carlos López,https://www.transfermarkt.es/carlos-lopez/transfers/spieler/457202,14/15,01/08/2014,CD Castellón B,Onda,-,Préstamo
Carlos López,https://www.transfermarkt.es/carlos-lopez/transfers/spieler/457202,16/17,30/08/2016,Castellón,CE L'Hospitalet,-,Libre
Carlos López,https://www.transfermarkt.es/carlos-lopez/transfers/spieler/457202,14/15,01/07/2014,Castellón Juv.A,CD Castellón B,-,-
Carlos López,https://www.transfermarkt.es/carlos-lopez/transfers/spieler/457202,16/17,31/01/2017,CE L'Hospitalet,Deportivo B,150.000€,Libre
Carlos López,https://www.transfermarkt.es/carlos-lopez/transfers/spieler/457202,19/20,11/07/2019,Depor Fabril,UCAM Murcia,150.000€,Libre
Carlos López,https://www.transfermarkt.es/carlos-lopez/transfers/spieler/457202,15/16,01/01/2016,CD Castellón B,Castellón,-,-
Carlos López,https://www.transfermarkt.es/carlos-lopez/transfers/spieler/457202,14/15,30/06/2015,Onda,CD Castellón B,-,Fin de préstamo
Carlos López,https://www.transfermarkt.es/carlos-lopez/transfers/spieler/457202,22/23,01/07/2022,Águilas FC,Sin equipo,100.000€,-
Carlos López,https://www.transfermarkt.es/carlos-lopez/transfers/spieler/457202,21/22,07/07/2021,CD Ebro,Águilas FC,150.000€,Libre
Carlos López,https://www.transfermarkt.es/carlos-lopez/transfers/spieler/457202,20/21,23/09/2020,UCAM Murcia,CD Ebro,150.000€,Libre
Carlos López,https://www.transfermarkt.es/carlos-lopez/transfers/spieler/457202,22/23,30/01/2023,UE Olot,Sin equipo,100.000€,-
Carlos López,https://www.transfermarkt.es/carlos-lopez/transfers/spieler/457202,22/23,13/01/2023,Sin equipo,UE Olot,100.000€,-
Carlos Marchena,https://www.transfermarkt.es/carlos-marchena/transfers/spieler/7572,14/15,01/07/2014,RC Deportivo,Sin equipo,300.000€,-
Carlos Marchena,https://www.transfermarkt.es/carlos-marchena/transfers/spieler/7572,15/16,19/11/2015,Kerala Blasters,CD Gerena,300.000€,Libre
Carlos Marchena,https://www.transfermarkt.es/carlos-marchena/transfers/spieler/7572,15/16,19/01/2016,CD Gerena,Retirado,300.000€,-
Carlos Marchena,https://www.transfermarkt.es/carlos-marchena/transfers/spieler/7572,15/16,25/07/2015,Sin equipo,Kerala Blasters,300.000€,-
Carlos Pita,https://www.transfermarkt.es/carlos-pita/transfers/spieler/34566,22/23,01/07/2022,CD Lugo,Retirado,100.000€,-
Carlos Rodríguez,https://www.transfermarkt.es/carlos-rodriguez/transfers/spieler/1064146,22/23,01/07/2022,Depor Fút. base,Depor Juvenil A,-,-
Celso Borges,https://www.transfermarkt.es/celso-borges/transfers/spieler/81532,14/15,14/01/2015,AIK,RC Deportivo,1.600.000€,Préstamo
Celso Borges,https://www.transfermarkt.es/celso-borges/transfers/spieler/81532,18/19,15/08/2018,RC Deportivo,Göztepe,4.000.000€,1.50 mill. €
Celso Borges,https://www.transfermarkt.es/celso-borges/transfers/spieler/81532,15/16,01/07/2015,AIK,RC Deportivo,2.500.000€,?
Celso Borges,https://www.transfermarkt.es/celso-borges/transfers/spieler/81532,14/15,30/06/2015,RC Deportivo,AIK,1.500.000€,Fin de préstamo
Celso Borges,https://www.transfermarkt.es/celso-borges/transfers/spieler/81532,14/15,14/01/2015,AIK,RC Deportivo,1.600.000€,Préstamo
Celso Borges,https://www.transfermarkt.es/celso-borges/transfers/spieler/81532,21/22,21/09/2021,Sin equipo,LD Alajuelense,400.000€,-
Celso Borges,https://www.transfermarkt.es/celso-borges/transfers/spieler/81532,21/22,21/08/2021,RC Deportivo,Sin equipo,400.000€,-
Celso Borges,https://www.transfermarkt.es/celso-borges/transfers/spieler/81532,20/21,06/09/2020,Göztepe,RC Deportivo,500.000€,Libre
Celso Borges,https://www.transfermarkt.es/celso-borges/transfers/spieler/81532,20/21,06/09/2020,Göztepe,RC Deportivo,500.000€,Libre
Celso Borges,https://www.transfermarkt.es/celso-borges/transfers/spieler/81532,15/16,01/07/2015,AIK,RC Deportivo,2.500.000€,?
Celso Borges,https://www.transfermarkt.es/celso-borges/transfers/spieler/81532,21/22,21/09/2021,Sin equipo,LD Alajuelense,400.000€,-
Celso Borges,https://www.transfermarkt.es/celso-borges/transfers/spieler/81532,21/22,21/08/2021,RC Deportivo,Sin equipo,400.000€,-
Celso Borges,https://www.transfermarkt.es/celso-borges/transfers/spieler/81532,14/15,30/06/2015,RC Deportivo,AIK,1.500.000€,Fin de préstamo
Celso Borges,https://www.transfermarkt.es/celso-borges/transfers/spieler/81532,18/19,15/08/2018,RC Deportivo,Göztepe,4.000.000€,1.50 mill. €
Ces Cotos,https://www.transfermarkt.es/ces-cotos/transfers/spieler/636413,21/22,21/01/2022,Ourense CF,Olymp. Volou,-,Libre
Ces Cotos,https://www.transfermarkt.es/ces-cotos/transfers/spieler/636413,20/21,01/08/2020,Paiosaco HA,Ourense CF,-,Libre
Ces Cotos,https://www.transfermarkt.es/ces-cotos/transfers/spieler/636413,19/20,01/07/2019,Depor Juvenil A,Paiosaco HA,-,Libre
Ces Cotos,https://www.transfermarkt.es/ces-cotos/transfers/spieler/636413,22/23,01/07/2022,Olymp. Volou,Lugo Polvorín,125.000€,Libre
Ces Cotos,https://www.transfermarkt.es/ces-cotos/transfers/spieler/636413,18/19,01/07/2018,Depor Fút. base,Depor Juvenil A,-,-
Ces Cotos,https://www.transfermarkt.es/ces-cotos/transfers/spieler/636413,19/20,01/07/2019,Depor Juvenil A,Paiosaco HA,-,Libre
Ces Cotos,https://www.transfermarkt.es/ces-cotos/transfers/spieler/636413,20/21,01/08/2020,Paiosaco HA,Ourense CF,-,Libre
Ces Cotos,https://www.transfermarkt.es/ces-cotos/transfers/spieler/636413,21/22,21/01/2022,Ourense CF,Olymp. Volou,-,Libre
Ces Cotos,https://www.transfermarkt.es/ces-cotos/transfers/spieler/636413,22/23,01/07/2022,Olymp. Volou,Lugo Polvorín,125.000€,Libre
Ces Cotos,https://www.transfermarkt.es/ces-cotos/transfers/spieler/636413,18/19,01/07/2018,Depor Fút. base,Depor Juvenil A,-,-
Cezary Wilk,https://www.transfermarkt.es/cezary-wilk/transfers/spieler/35448,17/18,20/03/2018,Real Zaragoza,Retirado,-,-
Cezary Wilk,https://www.transfermarkt.es/cezary-wilk/transfers/spieler/35448,15/16,07/07/2015,RC Deportivo,Real Zaragoza,1.000.000€,Libre
Cezary Wilk,https://www.transfermarkt.es/cezary-wilk/transfers/spieler/35448,13/14,06/08/2013,Wisla Cracovia,RC Deportivo,800.000€,Libre
Chema Leobalde,https://www.transfermarkt.es/chema-leobalde/transfers/spieler/609399,17/18,01/07/2017,Depor Juvenil A,Laracha,-,-
Chema Leobalde,https://www.transfermarkt.es/chema-leobalde/transfers/spieler/609399,18/19,01/07/2018,Laracha,Racing Ferrol,-,Préstamo
Chema Leobalde,https://www.transfermarkt.es/chema-leobalde/transfers/spieler/609399,18/19,30/06/2019,Racing Ferrol,Laracha,-,Fin de préstamo
Chema Leobalde,https://www.transfermarkt.es/chema-leobalde/transfers/spieler/609399,19/20,01/07/2019,Laracha,Racing Ferrol,-,Libre
Chema Leobalde,https://www.transfermarkt.es/chema-leobalde/transfers/spieler/609399,21/22,01/07/2021,Racing Ferrol,Palencia CF,50.000€,Libre
Chema Leobalde,https://www.transfermarkt.es/chema-leobalde/transfers/spieler/609399,22/23,08/09/2022,Palencia CF,Casino Arzúa,50.000€,Libre
Chema Pérez,https://www.transfermarkt.es/chema-perez/transfers/spieler/425383,16/17,01/07/2016,CA Pinto,San Fernando,-,?
Chema Pérez,https://www.transfermarkt.es/chema-perez/transfers/spieler/425383,13/14,01/07/2013,Alcobendas,CA Pinto,-,?
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,17/18,01/07/2017,SD Negreira,Órdenes,-,Libre
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,19/20,01/07/2019,Órdenes,CD Boiro,-,Libre
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,15/16,01/07/2015,Órdenes,Compostela B,-,?
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,13/14,01/07/2013,Depor Juvenil A,Deportivo B,-,-
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,14/15,01/07/2014,Deportivo B,CD Boiro,-,?
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,21/22,01/07/2021,Estudiantil,Casino Arzúa,-,Libre
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,14/15,01/01/2015,CD Boiro,Órdenes,-,?
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,16/17,01/07/2016,Compostela B,SD Negreira,-,Libre
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,13/14,01/07/2013,Depor Juvenil A,Deportivo B,-,-
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,20/21,01/01/2021,CD Boiro,Estudiantil,-,Libre
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,16/17,01/07/2016,Compostela B,SD Negreira,-,Libre
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,14/15,01/07/2014,Deportivo B,CD Boiro,-,?
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,19/20,01/07/2019,Órdenes,CD Boiro,-,Libre
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,14/15,01/01/2015,CD Boiro,Órdenes,-,?
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,15/16,01/07/2015,Órdenes,Compostela B,-,?
